order_item_id,order_id,product_id,quantity
358,116,80,4
359,116,251,5
360,116,144,1
361,117,228,2
362,117,51,3
363,117,184,1
364,118,63,4
365,118,1,2
366,118,11,1
367,118,125,2
368,119,284,2
369,119,120,3
370,119,2,3
371,119,75,2
372,119,90,1
373,120,1,3
374,121,9,2
375,121,65,4
376,122,1,1
377,122,186,5
378,122,232,5
379,122,23,5
380,122,16,1
381,123,219,1
382,123,228,1
383,123,165,5
384,123,1,2
385,124,300,5
386,124,196,5
387,124,233,5
388,125,59,5
389,125,111,4
390,125,117,4
391,125,233,4
392,125,49,3
393,126,131,3
394,126,243,1
395,126,1,1
396,126,1,1
397,127,285,1
398,127,288,5
399,127,63,4
400,128,217,1
401,128,160,3
402,128,1,5
403,129,1,4
404,129,56,3
405,130,143,5
406,130,220,5
407,130,286,1
408,130,137,1
409,130,1,3
410,131,93,2
411,131,206,1
412,131,1,1
413,132,111,4
414,133,81,3
415,133,167,5
416,133,27,2
417,133,1,5
418,134,140,4
419,135,227,4
420,135,263,1
421,135,57,3
422,135,250,5
423,136,1,4
424,136,29,1
425,136,109,2
426,137,62,1
427,137,221,2
428,137,1,5
429,138,182,1
430,138,22,4
431,139,40,3
432,140,208,4
433,140,208,1
434,140,88,5
435,140,186,1
436,140,55,2
437,141,269,1
438,141,159,3
439,141,87,1
440,141,59,5
441,142,1,3
442,142,76,2
443,142,1,3
444,142,1,5
445,142,1,1
446,143,253,4
447,143,297,4
448,144,166,3
449,144,1,1
450,144,156,3
451,144,181,5
452,144,1,4
453,145,1,3
454,145,40,1
455,145,260,4
456,145,284,1
457,146,293,2
458,146,244,5
459,146,1,1
460,146,176,1
461,147,21,2
462,147,225,5
463,147,82,3
464,147,145,4
465,147,174,5
466,148,172,1
467,149,1,4
468,149,77,3
469,149,1,2
470,150,201,2
471,150,44,3
472,150,169,2
473,151,1,4
474,151,10,3
475,151,110,3
476,151,249,2
477,151,71,2
478,152,52,5
479,153,270,1
480,153,68,5
481,153,84,2
482,153,85,4
483,153,1,3
484,154,146,4
485,154,123,3
486,155,100,3
487,155,293,4
488,155,145,4
489,155,215,2
490,156,71,3
491,156,1,4
492,157,53,5
493,157,146,1
494,157,140,4
495,158,1,4
496,158,1,2
497,158,179,1
498,158,203,5
499,158,198,1
500,159,164,1
501,159,172,2
502,159,1,3
503,160,72,4
504,160,3,1
505,160,1,2
506,160,281,5
507,161,148,2
508,161,25,2
509,161,235,1
510,161,1,4
511,161,9,5
512,162,74,3
513,162,181,2
514,162,96,1
515,162,185,1
516,162,279,5
517,163,200,4
518,163,1,4
519,163,130,1
520,163,35,3
521,163,54,5
522,164,1,3
523,164,90,4
524,164,246,2
525,165,1,4
526,165,1,2
527,166,22,3
528,167,279,4
529,167,98,3
530,167,25,3
531,168,1,3
532,168,205,4
533,168,198,3
534,169,255,3
535,169,266,3
536,170,41,4
537,171,93,5
538,171,53,1
539,171,152,3
540,171,219,2
541,171,180,4
542,172,181,5
543,173,30,1
544,173,208,3
545,173,82,1
546,173,1,5
547,174,1,1
548,174,188,3
549,174,291,1
550,174,231,3
551,175,40,5
552,175,1,3
553,175,143,2
554,176,1,2
555,177,288,1
556,177,134,4
557,177,147,4
558,177,70,1
559,178,1,4
560,178,164,3
561,178,282,5
562,178,154,2
563,179,261,2
564,179,1,2
565,180,253,1
566,180,294,3
567,181,283,2
568,181,45,1
569,181,246,5
570,181,210,5
571,182,1,3
572,183,265,3
573,184,283,5
574,184,1,2
575,185,29,1
576,185,156,2
577,185,1,2
578,185,266,3
579,186,283,3
580,187,274,1
581,187,87,5
582,188,1,5
583,188,173,5
584,188,1,1
585,188,1,5
586,188,108,5
587,189,16,4
588,189,280,3
589,189,155,4
590,189,208,3
591,190,1,1
592,190,1,4
593,190,105,3
594,190,161,3
595,191,67,3
596,191,55,3
597,191,63,3
598,192,50,1
599,192,197,5
600,192,82,3
601,192,161,2
602,193,264,4
603,193,158,4
604,194,1,4
605,195,124,2
606,195,25,1
607,195,241,3
608,195,56,4
609,195,1,3
610,196,188,1
611,196,292,5
612,196,1,5
613,197,1,5
614,197,282,3
615,197,61,2
616,198,174,5
617,199,102,5
618,199,257,1
619,199,1,2
620,200,266,4
621,200,1,5
622,200,1,5
623,201,1,5
624,201,154,5
625,201,261,5
626,202,154,4
627,202,189,3
628,202,214,5
629,202,14,5
630,203,297,5
631,203,27,5
632,203,269,5
633,203,195,2
634,204,1,1
635,204,1,4
636,205,212,2
637,205,242,1
638,205,266,2
639,206,245,5
640,206,89,4
641,206,176,5
642,206,136,5
643,206,127,3
644,207,153,3
645,207,251,3
646,207,287,3
647,207,294,5
648,207,203,3
649,208,148,1
650,208,227,3
651,209,276,3
652,209,140,2
653,209,1,5
654,209,26,5
655,210,27,1
656,210,242,1
657,211,1,5
658,211,81,4
659,212,103,3
660,212,31,1
661,212,119,5
662,212,20,2
663,213,91,1
664,213,204,4
665,213,1,3
666,213,5,3
667,214,172,3
668,214,279,5
669,214,69,5
670,214,99,1
671,214,235,3
672,215,1,3
673,215,291,2
674,216,208,4
675,216,45,4
676,217,1,2
677,218,128,1
678,218,121,4
679,218,169,3
680,218,294,1
681,219,121,1
682,219,239,3
683,219,1,5
684,220,152,3
685,220,113,2
686,220,233,5
687,221,282,4
688,221,112,2
689,221,42,5
690,222,186,1
691,222,58,1
692,222,259,2
693,222,77,2
694,223,227,1
695,223,299,4
696,223,1,5
697,224,233,2
698,224,234,5
699,224,1,4
700,224,158,1
701,225,2,2
702,225,24,4
703,225,33,5
704,225,36,4
705,226,93,2
706,227,196,4
707,227,194,4
708,227,1,5
709,227,1,3
710,228,1,5
711,229,115,1
712,229,153,4
713,229,279,4
714,229,118,2
715,230,142,2
716,230,58,1
717,230,215,5
718,230,9,2
719,231,1,5
720,231,1,5
721,232,23,4
722,233,112,1
723,233,1,3
724,233,295,3
725,233,165,2
726,234,267,2
727,234,141,1
728,234,90,4
729,235,177,4
730,235,164,4
731,235,154,4
732,235,1,5
733,235,116,3
734,236,30,5
735,236,214,5
736,237,1,2
737,237,170,1
738,237,190,1
739,237,98,1
740,237,21,1
741,238,287,2
742,238,171,3
743,239,98,1
744,240,105,4
745,240,283,3
746,240,195,4
747,240,184,3
748,241,255,4
749,241,1,4
750,241,164,2
751,242,24,5
752,242,75,1
753,242,300,5
754,243,101,3
755,243,292,2
756,243,173,3
757,243,251,4
758,244,1,3
759,244,1,5
760,244,278,1
761,244,39,1
762,245,119,1
763,246,1,5
764,246,31,5
765,247,250,1
766,247,1,5
767,247,9,5
768,247,275,3
769,247,1,4
770,248,1,1
771,248,124,2
772,249,182,3
773,249,41,3
774,249,236,5
775,249,116,3
776,249,42,1
777,250,194,5
778,251,1,1
779,251,43,4
780,251,170,5
781,251,49,5
782,252,291,4
783,253,1,1
784,253,144,5
785,253,17,2
786,254,1,2
787,254,204,1
788,254,289,2
789,255,200,5
790,255,72,1
791,255,178,1
792,255,1,2
793,255,175,5
794,256,204,3
795,256,1,3
796,256,231,4
797,256,284,4
798,256,300,4
799,257,152,2
800,258,1,2
801,259,79,4
802,259,55,1
803,259,1,3
804,259,139,1
805,260,1,4
806,260,285,5
807,261,1,1
808,261,48,5
809,261,167,4
810,261,1,4
811,262,287,2
812,262,87,4
813,262,1,3
814,262,253,2
815,263,1,3
816,264,40,3
817,264,127,4
818,264,101,4
819,264,1,3
820,265,171,5
821,266,169,4
822,266,70,3
823,266,103,4
824,266,204,3
825,267,252,5
826,267,167,4
827,267,202,3
828,268,103,5
829,269,1,5
830,269,1,4
831,269,108,4
832,269,36,4
833,269,72,3
834,270,79,4
835,270,38,4
836,271,206,5
837,271,215,5
838,271,1,3
839,271,275,5
840,271,44,1
841,272,182,2
842,272,23,5
843,273,170,4
844,273,1,1
845,273,262,5
846,273,295,2
847,274,238,5
848,274,78,3
849,274,248,1
850,274,44,1
851,275,176,4
852,275,267,4
853,276,225,4
854,276,154,1
855,276,59,1
856,277,85,2
857,277,283,2
858,277,219,4
859,278,95,2
860,278,222,4
861,279,102,4
862,280,3,2
863,280,33,5
864,280,1,5
865,280,1,3
866,280,1,1
867,281,251,5
868,281,161,5
869,281,201,5
870,282,235,5
871,283,153,5
872,283,69,3
873,284,60,2
874,285,262,4
875,285,71,5
876,285,96,4
877,286,89,5
878,286,1,3
879,286,1,3
880,286,28,3
881,286,249,2
882,287,288,5
883,287,210,4
884,288,228,4
885,288,1,5
886,288,1,2
887,288,141,2
888,289,235,5
889,289,254,5
890,289,294,1
891,289,279,3
892,289,22,4
893,290,218,1
894,290,127,3
895,290,17,4
896,290,45,4
897,290,61,2
898,291,180,5
899,291,85,5
900,292,106,1
901,292,273,3
902,293,166,3
903,293,137,5
904,293,49,2
905,293,211,1
906,293,65,2
907,294,1,3
908,294,202,4
909,295,138,4
910,295,39,1
911,296,143,3
912,296,250,3
913,296,48,4
914,296,184,1
915,297,220,2
916,297,166,3
917,297,296,2
918,297,249,3
919,297,25,1
920,298,236,1
921,299,81,4
922,300,1,4
923,300,68,3
924,300,1,3
925,300,1,3
926,301,1,2
927,301,1,3
928,301,120,4
929,302,1,2
930,303,1,5
931,303,228,1
932,303,1,3
933,303,217,2
934,304,1,4
935,304,1,1
936,304,1,3
937,304,71,4
938,305,74,1
939,305,5,5
940,306,110,2
941,306,227,2
942,307,72,1
943,308,180,4
944,308,72,2
945,308,44,2
946,308,146,1
947,308,155,2
948,309,97,4
949,309,28,2
950,309,58,2
951,309,37,5
952,309,7,3
953,310,1,5
954,310,280,2
955,310,38,1
956,311,1,3
957,311,31,4
958,311,257,4
959,311,206,1
960,311,276,5
961,312,159,1
962,312,105,2
963,313,34,3
964,313,123,1
965,313,223,1
966,313,29,3
967,313,90,1
968,314,6,2
969,315,268,5
970,315,133,2
971,315,138,1
972,315,16,3
973,316,33,3
974,316,296,1
975,316,262,3
976,316,1,5
977,317,131,1
978,317,60,2
979,318,1,1
980,318,242,3
981,318,77,2
982,318,19,5
983,318,215,2
984,319,164,3
985,319,293,3
986,319,1,1
987,320,265,1
988,320,36,4
989,321,160,3
990,321,1,4
991,321,1,2
992,322,156,5
993,322,189,5
994,322,101,5
995,323,1,4
996,323,1,5
997,324,5,3
998,324,1,4
999,324,158,1
1000,325,122,4
1001,325,31,2
1002,326,1,2
1003,326,267,4
1004,326,191,4
1005,327,259,2
1006,328,1,5
1007,328,1,2
1008,328,134,3
1009,328,202,3
1010,329,120,1
1011,329,70,5
1012,329,1,1
1013,330,161,4
1014,330,1,3
1015,331,238,3
1016,331,47,2
1017,332,21,2
1018,332,168,2
1019,332,1,2
1020,333,26,3
1021,333,90,1
1022,333,232,5
1023,334,237,1
1024,334,72,1
1025,334,1,2
1026,334,1,4
1027,334,44,5
1028,335,39,1
1029,335,102,4
1030,335,48,3
1031,335,1,4
1032,335,1,5
1033,336,203,4
1034,336,1,4
1035,336,1,2
1036,336,141,3
1037,337,18,5
1038,337,126,3
1039,337,282,4
1040,337,1,3
1041,338,1,2
1042,338,270,2
1043,338,279,1
1044,338,184,4
1045,339,177,5
1046,339,199,3
1047,339,1,3
1048,339,16,3
1049,339,1,4
1050,340,300,2
1051,340,52,2
1052,340,137,5
1053,340,29,2
1054,340,199,3
1055,341,1,5
1056,341,184,5
1057,342,181,5
1058,343,1,2
1059,343,253,5
1060,343,252,1
1061,343,1,2
1062,343,11,5
1063,344,1,5
1064,344,67,3
1065,344,166,1
1066,344,1,5
1067,345,270,3
1068,345,192,4
1069,346,1,3
1070,346,81,4
1071,346,250,3
1072,346,1,5
1073,346,183,2
1074,347,194,3
1075,347,151,2
1076,347,1,1
1077,347,294,4
1078,347,291,1
1079,348,114,5
1080,348,1,4
1081,349,40,2
1082,349,164,2
1083,350,172,4
1084,351,128,1
1085,352,56,1
1086,352,1,4
1087,352,86,4
1088,353,180,5
1089,353,246,5
1090,353,116,2
1091,353,18,3
1092,354,54,1
1093,355,1,4
1094,355,1,1
1095,355,48,3
1096,356,248,1
1097,356,85,5
1098,356,81,1
1099,356,1,2
1100,356,210,5
1101,357,145,3
1102,357,26,4
1103,357,252,2
1104,357,1,1
1105,357,151,5
1106,358,1,1
1107,358,150,1
1108,358,60,3
1109,358,242,4
1110,359,1,5
1111,359,190,4
1112,359,229,1
1113,360,135,2
1114,360,289,1
1115,360,1,1
1116,361,278,4
1117,362,32,4
1118,362,215,5
1119,362,244,5
1120,362,244,3
1121,362,1,1
1122,363,265,5
1123,363,76,1
1124,363,230,2
1125,363,86,2
1126,363,65,1
1127,364,1,4
1128,364,76,5
1129,364,35,1
1130,364,204,5
1131,365,267,4
1132,365,7,5
1133,365,215,1
1134,366,1,5
1135,366,52,1
1136,366,52,3
1137,366,177,4
1138,367,249,5
1139,367,20,2
1140,367,74,5
1141,368,206,1
1142,368,170,2
1143,368,1,4
1144,368,191,1
1145,368,156,3
1146,369,51,2
1147,369,1,4
1148,369,165,3
1149,370,46,2
1150,370,209,4
1151,370,192,1
1152,370,82,1
1153,371,207,2
1154,371,269,5
1155,371,1,2
1156,372,128,1
1157,372,185,2
1158,373,238,5
1159,373,64,1
1160,373,251,5
1161,374,1,4
1162,374,180,3
1163,374,1,3
1164,374,47,3
1165,375,84,5
1166,376,116,2
1167,376,210,5
1168,377,5,4
1169,378,5,2
1170,378,157,3
1171,379,179,4
1172,379,239,3
1173,379,204,5
1174,379,1,5
1175,380,145,3
1176,380,247,1
1177,380,142,3
1178,381,153,2
1179,381,1,2
1180,381,207,3
1181,382,255,3
1182,382,215,4
1183,383,299,5
1184,383,176,2
1185,383,244,3
1186,383,88,5
1187,384,242,2
1188,384,287,2
1189,385,114,3
1190,385,158,4
1191,385,170,3
1192,386,238,1
1193,386,299,5
1194,386,37,4
1195,387,196,5
1196,387,28,2
1197,388,176,4
1198,388,235,2
1199,389,93,1
1200,389,91,3
1201,389,3,4
1202,390,87,5
1203,390,251,1
1204,390,1,4
1205,391,245,4
1206,391,1,5
1207,391,1,3
1208,391,165,5
1209,392,1,1
1210,392,128,2
1211,393,53,4
1212,393,157,2
1213,393,1,1
1214,394,234,5
1215,394,173,4
1216,394,69,3
1217,395,97,2
1218,395,207,1
1219,395,68,2
1220,395,259,2
1221,396,20,4
1222,397,25,5
1223,397,56,1
1224,397,1,1
1225,398,64,5
1226,398,79,2
1227,398,5,3
1228,398,52,5
1229,399,71,4
1230,399,54,5
1231,399,61,3
1232,400,255,2
1233,401,1,3
1234,401,104,3
1235,401,152,2
1236,401,1,4
1237,401,247,3
1238,402,1,1
1239,402,294,4
1240,403,262,1
1241,403,52,3
1242,404,152,3
1243,404,52,2
1244,405,185,3
1245,406,49,1
1246,406,1,2
1247,406,88,3
1248,406,225,5
1249,407,48,3
1250,407,94,1
1251,407,234,3
1252,408,245,4
1253,408,86,1
1254,408,1,1
1255,408,82,1
1256,409,248,5
1257,409,93,5
1258,409,184,5
1259,409,1,2
1260,410,58,4
1261,410,33,3
1262,410,7,5
1263,410,296,5
1264,411,174,5
1265,411,49,4
1266,412,198,2
1267,412,286,5
1268,413,1,2
1269,414,254,2
1270,414,1,4
1271,414,170,3
1272,414,1,2
1273,414,194,4
1274,415,1,4
1275,415,230,1
1276,416,61,4
1277,416,10,1
1278,416,19,5
1279,416,47,5
1280,417,261,5
1281,417,234,3
1282,417,28,2
1283,417,170,5
1284,417,243,3
1285,418,1,2
1286,418,1,3
1287,418,150,5
1288,418,55,1
1289,419,210,1
1290,419,101,2
1291,420,202,2
1292,421,98,3
1293,421,1,4
1294,421,1,5
1295,421,1,4
1296,422,259,2
1297,422,3,5
1298,422,284,4
1299,422,248,5
1300,423,89,2
1301,423,1,5
1302,424,259,4
1303,424,128,3
1304,424,176,3
1305,424,69,2
1306,424,263,3
1307,425,284,2
1308,425,149,3
1309,425,68,2
1310,425,166,1
1311,425,288,4
1312,426,214,5
1313,426,217,1
1314,426,13,4
1315,426,1,1
1316,426,1,2
1317,427,75,1
1318,427,152,2
1319,427,17,3
1320,428,1,5
1321,428,288,4
1322,428,148,1
1323,428,199,4
1324,429,28,1
1325,429,104,5
1326,429,227,2
1327,430,280,5
1328,430,1,2
1329,430,91,1
1330,431,264,1
1331,431,220,3
1332,432,83,5
1333,432,3,3
1334,432,80,1
1335,432,1,3
1336,432,155,4
1337,433,38,3
1338,433,95,5
1339,433,1,5
1340,433,1,5
1341,433,48,3
1342,434,170,3
1343,434,112,5
1344,435,288,1
1345,435,1,3
1346,435,125,1
1347,435,165,4
1348,435,59,4
1349,436,145,1
1350,436,192,5
1351,436,229,4
1352,437,99,3
1353,438,1,1
1354,438,1,5
1355,438,34,2
1356,438,110,4
1357,438,106,5
1358,439,37,2
1359,439,1,3
1360,439,1,1
1361,439,1,3
1362,440,1,2
1363,440,209,4
1364,440,208,4
1365,440,200,1
1366,440,33,5
1367,441,38,3
1368,442,1,3
1369,442,145,4
1370,442,16,4
1371,442,1,2
1372,442,1,4
1373,443,74,3
1374,443,192,1
1375,443,285,2
1376,443,1,1
1377,443,202,5
1378,444,157,2
1379,444,177,2
1380,444,263,2
1381,444,1,2
1382,444,130,2
1383,445,1,5
1384,446,282,4
1385,447,1,1
1386,447,102,5
1387,447,170,3
1388,447,1,2
1389,447,1,5
1390,448,163,4
1391,449,157,5
1392,449,1,5
1393,449,162,4
1394,449,1,3
1395,450,224,3
1396,450,69,3
1397,451,184,3
1398,451,56,2
1399,451,42,3
1400,451,72,5
1401,452,40,1
1402,452,260,1
1403,453,109,1
1404,453,279,5
1405,453,77,3
1406,453,149,2
1407,453,262,1
1408,454,6,2
1409,454,85,5
1410,454,1,2
1411,454,1,5
1412,455,248,3
1413,455,1,4
1414,456,1,3
1415,456,106,5
1416,457,233,1
1417,457,1,3
1418,457,1,5
1419,458,135,5
1420,458,90,4
1421,458,188,5
1422,459,193,2
1423,460,177,4
1424,460,4,5
1425,460,226,2
1426,460,264,3
1427,460,96,2
1428,461,61,2
1429,461,170,1
1430,461,246,4
1431,462,211,1
1432,462,66,5
1433,463,1,5
1434,463,1,5
1435,463,1,2
1436,463,93,5
1437,463,289,1
1438,464,111,4
1439,464,242,4
1440,464,1,4
1441,465,1,5
1442,465,94,5
1443,465,136,2
1444,465,176,4
1445,465,36,2
1446,466,56,1
1447,466,259,4
1448,466,50,2
1449,466,20,5
1450,467,48,4
1451,467,277,1
1452,467,221,5
1453,467,23,5
1454,467,247,4
1455,468,295,1
1456,468,131,4
1457,468,43,3
1458,469,210,3
1459,469,1,1
1460,469,61,5
1461,469,1,2
1462,469,162,4
1463,470,1,4
1464,470,130,3
1465,470,217,5
1466,471,204,2
1467,471,286,4
1468,471,1,5
1469,472,158,5
1470,472,204,2
1471,472,61,2
1472,472,83,1
1473,472,206,3
1474,473,27,2
1475,473,3,1
1476,473,242,5
1477,473,33,3
1478,473,41,5
1479,474,206,5
1480,475,30,2
1481,475,225,1
1482,475,266,3
1483,475,1,5
1484,475,119,5
1485,476,185,2
1486,476,81,1
1487,477,181,4
1488,477,103,5
1489,477,1,1
1490,478,287,5
1491,479,142,2
1492,479,100,4
1493,479,295,1
1494,480,1,5
1495,480,1,1
1496,480,175,1
1497,481,276,5
1498,481,227,4
1499,481,125,3
1500,481,235,4
1501,481,15,4
1502,482,196,2
1503,483,212,3
1504,483,5,3
1505,484,205,3
1506,484,1,2
1507,485,112,5
1508,485,98,4
1509,485,121,2
1510,485,106,2
1511,486,183,2
1512,486,62,1
1513,487,278,1
1514,487,191,5
1515,487,295,3
1516,487,262,3
1517,488,296,2
1518,488,1,4
1519,488,277,1
1520,488,202,2
1521,489,266,4
1522,489,5,1
1523,489,195,5
1524,489,1,3
1525,490,96,5
1526,490,138,4
1527,490,176,3
1528,490,1,4
1529,490,191,3
1530,491,93,5
1531,491,1,5
1532,491,52,3
1533,491,285,4
1534,492,1,2
1535,492,5,2
1536,492,69,5
1537,492,162,4
1538,493,291,1
1539,493,84,1
1540,493,131,4
1541,494,172,3
1542,495,286,3
1543,495,211,1
1544,495,102,5
1545,496,276,2
1546,496,146,3
1547,496,262,4
1548,496,229,1
1549,496,147,4
1550,497,173,4
1551,497,293,4
1552,498,1,3
1553,499,150,3
1554,499,203,3
1555,500,186,5
1556,500,231,4
1557,500,1,1
1558,500,1,2
1559,501,41,2
1560,501,1,1
1561,501,1,4
1562,502,1,4
1563,502,43,1
1564,502,80,1
1565,502,200,3
1566,502,146,4
1567,503,1,2
1568,503,1,3
1569,504,240,5
1570,504,281,4
1571,504,1,5
1572,505,234,5
1573,505,274,3
1574,506,117,1
1575,506,188,4
1576,506,156,1
1577,507,70,3
1578,508,5,4
1579,508,245,3
1580,508,1,4
1581,509,4,5
1582,509,211,5
1583,509,128,2
1584,510,113,3
1585,510,1,2
1586,510,140,3
1587,510,273,3
1588,511,1,1
1589,511,1,3
1590,511,1,4
1591,511,140,5
1592,512,1,1
1593,512,1,5
1594,512,1,1
1595,512,65,4
1596,513,78,1
1597,514,216,3
1598,514,256,3
1599,514,17,3
1600,514,1,2
1601,515,201,1
1602,516,99,3
1603,516,7,1
1604,516,128,4
1605,516,227,2
1606,516,18,2
1607,517,49,5
1608,517,107,4
1609,517,160,3
1610,517,1,1
1611,518,130,4
1612,518,102,3
1613,518,112,1
1614,518,223,3
1615,518,1,3
1616,519,1,2
1617,519,1,1
1618,519,244,5
1619,519,1,1
1620,519,256,1
1621,520,31,1
1622,520,79,5
1623,520,65,4
1624,520,286,3
1625,520,225,2
1626,521,184,2
1627,522,249,4
1628,522,278,4
1629,522,1,2
1630,523,240,3
1631,523,284,2
1632,523,1,2
1633,523,135,5
1634,523,1,5
1635,524,10,5
1636,524,123,3
1637,524,276,4
1638,524,1,4
1639,525,1,3
1640,525,165,1
1641,525,1,1
1642,525,1,2
1643,525,1,1
1644,526,1,2
1645,526,1,5
1646,527,270,5
1647,527,132,1
1648,527,37,1
1649,527,107,4
1650,528,32,3
1651,529,213,3
1652,529,30,5
1653,529,21,1
1654,529,40,2
1655,529,50,1
1656,530,98,2
1657,530,128,5
1658,531,286,4
1659,531,296,3
1660,532,219,1
1661,532,1,2
1662,532,259,3
